sentiment,review
positive,a full dressed marine is looking at his cell phone.
positive,man on a bicycle riding on the road next to a river.
positive,a brown bathroom with a sink and white toilet
positive,there is a pink toilet seat on the toilet in the bathroom. 
positive,a man in a red jacket and a woman mannequin in a red top
positive,there is a wooden bench in a wooden room with a window. 
positive,dirt bike rider driving through the trees along a path.
positive,men's restroom with toilet and urinals along tiled walls.
positive,two dogs in the car looking outside of the window. 
positive,a towel hanging on the bar in the bathroom. 
positive,a dog with a helmet and sunglasses in the sidecar of a motorcycle.
positive,an empty bathroom with one ceramic sink and a mirror
positive,two birds are sitting perched on a tree limb
positive,a girl sitting on a bench in front of a stone wall.
positive,airplane flying through clear sky leaving vapor trail.
positive,a man in uniform is looking at his phone.
positive,a man in on an old fashioned big wheel in the front bicycle.
positive,a man and woman reacting to a motorcycle. 
positive,the room has a portrait of a lady on the wall and a clock and a few vases can be seen.   
positive,a young child standing on a chair mixing in a bowl
positive,elderly people are sitting on a wooden bench.
positive,a bathroom has green walls and a glass shower door.
positive,three mercedes benz on the top of a train as cargo 
positive,a man sitting on a parked motorcycle on the street 
positive,"a dirty kitchen with pots, and knives and a stove."
positive,a train on the tracks has a black and white striped door.
positive,a man sitting on a chair in front of a computer. 
positive,a man sitting on a curb with a police officer behind him. 
positive,"an empty bathroom with a sink, toilet, scale and brown towel "
positive,a man in the kitchen preparing food for dinner 
positive,a cat sniffing at a upside down bike in a living room 
positive,"a public bathroom with two urinals on a wall, and sink with a mirror over it on another wall"
positive,a person riding a bicycle down a road with trees.
positive,two urinals and a sink in a bathroom.  
positive,a woman riding a horse in front of a car next to a fence. 
positive,a dog has a plastic protector around his neck.
positive,a couch and chair are surrounded by books. 
positive,a birthday boy with car shaped cake and candles on it.
positive,a brown dog standing on the kitchen floor looking up.
positive,a bathroom is very colorful with blue yellow and red.
positive,a large scree tv sits in the corner of a family room.
positive,"two, small, colorful birds perched on a bamboo pole dotted with guano."
positive,a little dog next to a motorhome and motorcycle.
positive,a woman standing near a cake with candles.
positive,a wooden outhouse has a pretty white window.
positive,a woman in orange and a woman in pink riding horses. 
positive,a man driving with his dog in the backseat
positive,a dog wearing a protective head piece looking at a tv.
positive,an old style kitchen with baby blue cabinets.
positive,a dog with a clear cone on its head is watching television.
positive,two photos-one of a stone building with red windows and one of a urinal.
positive,a man riding on old fashioned bike in the park.
positive,a collection of photos of an old motorcycle and parts.
positive,two people riding bikes alongside a bus on a city street.
positive,a man sitting in a window ledge with a cell phone in his hand.
positive,a little girl in ponytails holding on to a teddy bear.
positive,police officers riding bikes in the city at night.
positive,two colorful birds siting on a tree branch next to each other
positive,a colorful public restroom with striped walls and yellow counter.
positive,several people sitting on motorcycles that are not in motion.
positive,a woman in a bikini top shearing a sheep.
positive,a very clean and cozy looking kitchen that could be in a home magazine.
positive,man preparing dinner in the kitchen with under cabinet lights on.
positive,split image of inside outside small bathroom window with urinal
positive,the backend of a car with a large sticker in the rear window.
positive,a service man is looking at his cel phone.
positive,a refrigerator next to a red wall in the kitchen. 
positive,"a room with a ladder, small table and bicycle and two people outside."
positive,an airplane is flying high in the cloudy sky 
positive,a photo of a vintage motorcycle and its engine 
positive,two motorcycles are parked next to one another.
positive,a dog tied up to a vehicle at the parking lot.  
positive,a parade of motorcycles in front of a national monument
positive,a woman standing over a table of food. 
positive,a dimly lit kitchen with a stove and sink.
positive,a white dog standing by a sign on the street. 
positive,the dog with a flee collar watches television.
positive,a group of dirt bike racers in a  row
positive,a sink with a round mirror on the wall above it
positive,a young man holding a phone perches in a sunny kitchen window sill.
positive,a pretty young girl smiles at the camera as she poses with her teddy bear.
positive,a fancy bathroom with a vanity mirror above the sink
positive,a woman puts the finishing touches on several plates of food. 
positive,"a car driving in an intersection, past a furniture shop. "
positive,a bathroom scene with focus on the toilet.
positive,a woman in black sits on a park bench. 
positive,a boxed tv and sofa with a lamp in a room. 
positive,a busy office desk holds a laptop computer and a desktop computer.
positive,six people in a boat rowing on a body of water.
positive,a chef in a kitchen preparing a meal.
positive,a man in the kitchen putting a bottle in his blazer pocket.
positive,a group of rescue workers helping an overturned car
positive,a large commercial airplane sitting on the runway.
positive,the woman rides on a horse walks in front of the car.
positive,a group of people are around the upside down car on the street. 
positive,a toilet with an object hanging off of it.
positive,an old tv is placed next to an outdated leather couch.
positive,a woman smiles and holds up a pair of scissors.
positive,a woman sitting at a table holding up a pair of scissors.
positive,a bathroom with a sink and a toilet
positive,"a bathroom with a toilet, sink and red tile flooring."
positive,a car in front of a furniture shop with a cow.
positive,a woman sitting on a bench in a stone alcove. 
positive,a motorcycle police officer is writing a ticket.
positive,a small tiled bathroom with a toilet a trash can. 
positive,a family stands outside their home by horses. 
positive,there is a toilet with the seat up.
positive,"a man and woman stand with a motorcycle, exchanging a trophy."
positive,an empty bathroom with a shower next to a toilet.
positive,a four engine jet transport airplane flying low.
positive,a bathroom that has been gutted with the shower basin the only thing left.
positive,"a bathroom with a mirror, sink and a toilet."
positive,a person is taking a picture of a bathroom sink.
positive,a young woman in black spotted tights is sitting on a bench.
positive,a blonde woman sitting on a park bench next to a green bike.
positive,a man putting a bottle in his jacket in the kitchen. 
positive,a kitchen cluttered with dishes and other things on top of a stove.
positive,a person is melting silver over a candle stick.
positive,two men wearing aprons working in a commercial-style kitchen.
positive,a stove top with an oven with clock next to it's control knob.
positive,a gray car driving by a city bus on the opposite side of the street.
positive,a small airplane is flying across the sky
positive,"bathroom with a sink, toilet, and a shower with towels on it. "
positive,a park bench in front of a porch in a green grass filled park.
positive,view from above of a toilet and wastebasket.
positive,the side of a passenger rail train with a stripped door.
positive,lady on horse in front of barbed wire fence
positive,a rotten door leading into a restroom covered in filth.
positive,a woman holds a pair of scissors at a table.
positive,a man and woman in the kitchen preparing food.
positive,a man riding an unusual bike along a park path.
positive,a deep freezer and refrigerator are displayed together.
positive,a bathroom is shown with a tub and mirrors.
positive,a group of motorcycles parked side by side in front of a donuts shop.
positive,a cat standing on a toilet with an open lid.
positive,the interior of an old fashioned bathroom with wood paneling.
positive,a bathroom with two sinks near towel and soap dispensers 
positive,a man peddling a bike along side a lake on the road
positive,a group of bikers riding motorcycles on a dirt lot.
positive,two motorcycles parked on a bricked sidewalk against a newspaper rack.
positive,a man is putting something in his jacket by knives.
positive,a jet airliner sits in front of the runway.
positive,a man on a motorbike is shown driving down the road.
positive,two small birds sitting on a piece of wood
positive,a restroom with two sinks and a red colored stall.
positive,a beautiful woman sitting on a bench next to a stone building.
positive,several people are lining the streets watching a parade.
positive,a kitchen filled with appliances dishes and a bowl of fruit.
positive,a bathroom that is under construction with a standing shower.
positive,a cubicle with several computers on desks and sports flags on walls.
positive,a toilet is sitting outside on a sidewalk near a building.
positive,a small compact car driving past a furniture store.
positive,a chef in a kitchen standing next to a counter with jars and containers.
positive,a colorful public restroom focused on the sinks.
positive,a restroom with a toilet and sink and a brown object hanging off the side of the toilet.
positive,a toilet is shown with a pair of feet underneath.
positive,"a bathroom with white fixtures, a red tiled floor and a black counter."
positive,a urinal is displayed with modern porcelain structuring.
positive,"a bathroom with a sink, toilet and shower bathtub combination."
positive,two men holding a knife on the cake next to people. 
positive,multiple shots of motorbike is shown from different angles.
positive,a large airplane flying over a grassy field with trees.
positive,the chef has already canned several jars of foodstuff.
positive,a european street scene with a motorcycle and a car.
positive,a little boy with earphones on listening to something.
positive,a couple bicyclers ride on the street at night.
positive,a bathroom with a picture and red and black vase on the vanity.
positive,two white sinks in a bathroom with a phone in it.
positive,a photo of a building with a clock tower.
positive,"a bathroom with vanity, sink and toilet, but empty walls."
positive,a room with decorations on a shelf and a painting on the wall.
positive,an airplane on the runaway near the roads.  
positive,a little boy standing next to a car shaped cake.
positive,a brown dog in a kitchen with hardwood floors.
positive,an outhouse is shown with a toilet and window.
positive,two large commercial airplanes sitting on the runway.
positive,a building with a black and gold clock on it.
positive,a street scene with a car passing by.
positive,a restroom urinal mounted on a green wall next to the outside of a stone building.
positive,a group of people sitting around a table under an umbrella.
positive,a toilet outdoors near a building and an emergency telephone
positive,an airplane parked in the middle of a runway.
positive,a large stone building with a clock face on it.
positive,a towel hangs beneath a sink in a bathroom.
positive,a car over turned on a city street
positive,a bathroom with a bath tub near windows
positive,a well lit kitchen with  polished wooden floors.
positive,"there are two images side by side, windows and a bathroom"
positive,a laptop and desktop on a corner desk.
positive,a rusted door leading to an old bathroom with a hole in the floor.
positive,a motorcycle parked next to a yellow object on a sidewalk.
positive,a person rides a bike down the road.
positive,a crowded city street with lots of people walking around.
positive,a man stands next to a motorbike on some pavement.
positive,a cook stands at the counter with a cutting board and salad tongs in front of him.
positive,a bathroom scene is shown with a tub and counter.
positive,an elaborate contraption on a water faucet for a bathtub.
positive,chefs preparing food in a professional metallic style kitchen.
positive,two cups of black coffee sitting next to a coffee pot. 
positive,a person riding a bicycle with a large front whel
positive,two desktop computer monitors sitting on a desk with a keyboard and mouse.
positive,jumbo jet comes in for a landing over some trees
positive,a woman riding a horse in front of a fence with razor wire
positive,a commuter train traveling down train track next to a rural road.
positive,a bathroom with a small odd shaped toilet next to a sink.
positive,two street signs are shown against more buildings.
positive,a bathroom with a sink a small mirror and a toilet
positive,egyptair airplane standing on the tarmac at airport
positive,a display of a toilet and sink in a store. 
positive,a kitchen with a window a sink and a table
positive,multiple bowl like structures are shown with piping.
positive,a group of people sitting at desk using computers.
positive,a plane on an air port run way
positive,an all white bathroom with toilet and sink. 
positive,a empty restroom with a white toilet and a sink.
positive,a baseball player bobble head next to two computer monitors on a desk.
positive,a person riding a dirt bike on a road 
positive,a person sitting on a toilet while operating a computer
positive,kitchen sink and countertop with kitchen appliances on it
positive,an airplane taking off over a field next to a forest. 
positive,a dog standing on the street next to an rv and motorcycle. 
positive,two large jetliners sitting on airport runways passing each other by.
positive,a large clock towers next to a forest filled with green trees.
positive,four urinals next to each other with visible piping. 
positive,it is a scene of a crash with a vehicle overturned.
positive,toilet and sink on display in a furniture store
positive,a park bench casting a shadow on a path. 
positive,a large grey airplane flying through the sky in the daytime.  
positive,a grey cat sniffing a bicycle in a living room.
positive,a man and two women walking their dogs and hiking in the woods.
positive,a gray cat is looking at an upside down blue bicycle.
positive,a person riding a motorcycle on an enclosed road
positive,two small cups filled with coffee next to a silver coffee pot
positive,this is an image of a person riding a bicycle
positive,a motorcycle parked in front of a car on a street
positive,a bathtub is beneath a torn down wall.
positive,a shop a car traffic lights and buildings.
positive,a close of a bobble head doll with a computer in the background.
positive,people on a city street with buildings in the background
positive,a woman sitting on a bench next to her bike.
positive,there is a country styled kitchen with wood flooring and white walls.
positive,a fancy bathroom with a clean toilet and piping.
positive,a kitchen has a refrigerator and ice chest. 
positive,a small airliner proceeds down the runway on takeoff.
positive,a chef in a kitchen with jars bowls and machines
positive,a group of people are using a rowboat in the ocean
positive,a small bathroom with a toilet and a bathtub with an open shower curtain.
positive,two helmeted riders proceed down a dirt path on horseback.
positive,a motorcycle and a rider on a race track
positive,a pair of cruising motorcycles seem from above parked on black asphalt.
positive,"an open door leading to a bathroom toilet, with a shower rack and bureau visible."
positive,a man standing in front of a motorcycle on a driveway.
positive,two planes are placed next to each other.
positive,a clock is shown on the top of a building.
positive,a small plane is taking off from a grassy field.
positive,"a hotel room with a flat screen tv, chair, and bed. "
positive,a young soldier has his picture taken with a young lady with an open jacket and brazier showing.
positive,blue motorcycle shown at different angles and different engine parts. 
positive,a person bicycles along the edge of the road overlooking the river.
positive,a kitchen scene is shown with appliances and counters.
positive,portly bicyclist proceeds along the highway beside a shallow river.
positive,a cubicle desk with two laptops on it. 
positive,two big dogs ride beside one another on the same vehicle seat.
positive,a motorcycle parked in front of a graffiti covered building.
positive,a bathroom is shown with a sink and toilet.
positive,a bathroom with a toilet and a sink wit ha towel
positive,a jumbo jet airplane in flight on a sunny day.
positive,a bathroom with an enclosed shower next to a sink and a toilet.
positive,three dogs are huddled together with their owners. 
positive,an airplane jet flying through the air against a blue sky.
positive,a bench sits on grass overlooking the street.
positive,a group of vans traveling over a bridge next to train tracks.
positive,a man riding a red motorcycle in front of a red garage.
positive,a toilet with a sink on the back is displayed.
positive,a kitchen with a bag from whole foods on the counter. 
positive,a bobble head is shown next to computer screens.
positive,a brown and white kitchen with a silver refrigerator
positive,a dog on a leash tied to a motor home.
positive,a kitchen counter cultured with dishes and utensils. 
positive,a computer terminal sits adopt a wooden item of furniture in a bedroom setting.
positive,a teddy bear with it's face in the trashcan. 
positive,a man sitting on a pillar talking on the phone
positive,"a pair of navy officers cutting a cake together at a banquet, surrounded by officers and civilians."
positive,a motorcycle parked on the street in front of a car. 
positive,a picture of an old western family and their horses. 
positive,six men sitting at an outdoor table of a restaurant near a shoreline.
positive,a pair of jet airplanes stand at rest on a tarmac at an airport.
positive,a large church clock above a church door on a tower.
positive,a train that is moving past a residential neighborhood. 
positive,a airplane banking to the right as it ascends into the sky
positive,diners at an outdoor patio table at a restaurant beside a city street.
positive,a calico cat drinking water from a running tap in a bathroom.
positive,two monitors and keyboards on the table in a room. 
positive,a large ryanair jet moving on a taxi way at the airport.
positive,"bath tub with metal shower head, vanity mirror, and small utilities compartment. "
positive,a bathroom with a toilet a sink and a shower
positive,a bathtub with water in it in a bathroom with destroyed walls.
positive,a woman sitting on a bench and a bicycle leaning against the bench.
positive,a collage of photos of a blue colored motorcycle
positive,a man stands outside a shop on the city street.
positive,four oval shaped urinals and all the plumbing exposed.
positive,two people standing around in a large kitchen.
positive,a pink plastic toilet seat in a bathroom
positive,a person riding a bicycle near a river of water
positive,a kitchen with an island and window over the sink.
positive,a man talking on a cell phone walking an orange bike across a street.
positive,a room with a bed and a television on a chest of drawers.
positive,three elderly people sit on a bench near a city map
positive,a bathroom with a sink a mirror a toilet and a shower
positive,a jal airplane is flying in the sky.
positive,two adorable dogs sitting in the back seat of a car.
positive,a bathroom with a toilet and a bath tub
positive,a person on a motorcycle driving around a racetrack.
positive,a living room with a chair and a flat screen tv.
positive,two cosplaying people pose for a photo 
positive,two dogs in the back of a car looking out the window. 
positive,a street in a down town area of an asian city.
positive,a television playing in the corner of a living room beside a fireplace arranged with family photos and paintings.
positive,a large television set next to stone fireplace in a living room
positive,a small boy next to a table upon which sits a birthday cake shaped like a racecar.
positive,a large brown dog stands next to a kitchen counter on a wooden floor.
positive,a man on the road next to a train on the tracks. 
positive,a refrigerator and freezer placed next to one another.
positive,a photo of the camera peeking into a dirty bathroom.
positive,vehicles full of materials sit on top of moving train.
positive,a man poses with his motorcycle outside a garage.
positive,a bath tub with a flexible shower head 
positive,"a kitchen refrigerator with numerous pictures held up by magnets, next to counters and a dining table and chairs."
positive,a mounted police officer riding down a city street past parked cars.
positive,a row of motorcycles are parked across the street from a donut shop.
positive,two dogs in the back seat looking out the windows.
positive,a bathroom containing a toilet and a sink.
positive,a person heats metal in a spoon over a candle at a kitchen table.
positive,a commercial jet is on the runway of an airfield.
positive,a commercial airplane flying on a clear day.
positive,a motorcycle with a red seat is on top of a stand. 
positive,a person holds a flip phone displaying the screen.
positive,a family kitchen with bright neon green walls.
positive,a gentleman riding a horse down a city street.
positive,a tan building with windows and a clock face on top. 
positive,several people posing while cutting a large cake.
positive,"a computer manipulated image of a man, woman and children on a farm"
positive,a team of rowers row a canoe through a body of water.
positive,chef talking to people seated at a bar in kitchen with various food items.
positive,a home kitchen with lots of pictures and magnetic cards on the refrigerator.
positive,a man rides a horse down a city street.
positive,a cat drinking water out of a sink.
positive,a couple flying a kite at dusk on the seaside.
positive,a commercial kitchen with two men working to prepare several plates.
positive,a street view with a plane flying ahead.
positive,a woman is surprised as a man hands her a trophy while standing in front of a motorcycle.
positive,a group of fighter jets sitting on an airport tarmac.
positive,a bathroom scene with focus on the toilet.
positive,a toilet and claw foot bathtub in a turquoise bathroom with wood flooring
positive,five motorcycles are parked outside of a dunkin' donuts. 
positive,the sport motorcycle sits in front of the graffiti filled wall.
positive,a hood lifted on a chevrolet vehicle with a teddy bear on the side.
positive,a restroom stall with a white toilet and a toilet paper dispenser.
positive,two people flying a rainbow colored kite on a beach
positive,a group of sheep being herded by a black dog.
positive,a motorcycle with a red seat up on a red jack
positive,a room filled with bathroom sinks and bath tubs.
positive,an overturned car at the intersection of a city street.
positive,a girl sitting at a kitchen table in a home
positive,"a room with a bed, a chair, and a television."
positive,the bathroom is cluttered with various grooming objects.
positive,a store filled with bathroom equipment and accessories.
positive,a group of people in the woods with dogs.
positive,two men in white shirts in a large steel kitchen
positive,a  lawn sitting on a snowy sidewalk by a hydrant.
positive,"a kitchen with tile floors, granite counters and stainless steel refrigerator."
positive,a plane with its lights on flying in the sky
positive,some white and blue porcelain designer toilet bowls
positive,"a woman sitting on a bench next to a bicycle,"
positive,a large passenger plane is flying through the sky.
positive,a bathroom with all black fixtures in it.
positive,a kitchen with dark cabinets and stainless steel appliances.
positive,a jumbo jet plane in flight with a city in the background.
positive,a person riding a motor cycle down a race track.
positive,a man putting something in his pinstripe jacket by knives.
positive,racer driving a high performance motorcycle on track
positive,a small room with a heater and a desk filled with clutter.
positive,a chef in a white chef coat leaning on a table with three white bowls
positive,a toilet a toilet paper roll and a newspaper
positive,a large passenger plane is flying high in the sky.
positive,a happy couple is shown with a man in uniform.
positive,an unfinished bathroom with a sink and pipes on the floor
positive,two cups of coffee are on a table by an italian coffee maker.
positive,"two computers, a phone, books, and paper on an office desk."
positive,a small crop taking off in a grassy field.
positive,a brown horse is walking in between two cars
positive,a man in hipster clothes straddling a bicycle on the sidewalk.
positive,a plane is straight up into the sky.
positive,a white toilet with a brown lid and a sink behind it
positive,a small propeller plane lands in a field.
positive,a fancy shower and faucet attachment and a white tub
positive,a row of parked motorcycles outside a store.
positive,a small airplane is taking off from a grassy field.
positive,a lawn chair on a sidewalk in the snow
positive,a plane is flying over a highway that is next to some water.
positive,a modified motorcycle parked with other motorcycles on the pavement.
positive,a little girl standing on a chair mixing something in a bowl.
positive,a bathtub being filled up in a bathroom that seems to be falling apart.
positive,a cat on the sink drinking from a water faucet.
positive,a car with the hood up and a teddy bear inside.
positive,a small bathroom with focus on the shower curtain.
positive,a small airplane a few feet above the ground.
positive,four urinals and its two sets of pipes
positive,a little girl sitting at a dining room table in a house.
positive,a  deep marble bathtub under an ornate mirror.
positive,a man in a kitchen preparing food with people sitting at the counter.
positive,a large commercial jet on the runway with fields in the background.
positive,an older woman sits in a sweater at the beach.
positive,a man is sitting on a bench reading a book.
positive,an abandoned toilet sits on the sidewalk next to a parking pay kiosk.
positive,old fashioned motorcycles parked in front of a doughnut shop.
positive,a group of people sitting around a table eating underneath an umbrella.
positive,a beige tiled bathroom with white fixtures and a mirror.
positive,a bathroom with a shower and a white sink.
positive,a pile of feces sits on the back of a public restroom toilet.
positive,a plane parked next to a truck next to a house.
positive,a fridge with a lot of magnets in a kitchen.
positive,a street at night is lit up by streetlights.
positive,a narrow city street is full of shops and people.
positive,a show car parked with its hood open and a teddy bear tucked into the engine well.
positive,a person holding a flip phone in their hand.
positive,a man is reading a book in a car with a small dog
positive,a man and woman cooking together in the kitchen.
positive,a weathered door that leads to a dirty bathroom.
positive,a bathtub in front of a large mirror.
positive,a boy sitting next to a race car cake.
positive,a brown dog standing in front of white cabinets.
positive,a bathroom has a red circular rug by the toilet.
positive,a toilet paper dispenser with an empty tube and a newspaper stuffed behind it
positive,a motorcycle parked next to a bunch more with a plastic sign in front of it.
positive,a man in a skullcap sits on a window sill.
positive,a small girl with blue eyes hugs a teddy bear.
positive,a dog is walking alone on a dirt road.
positive,"a wooden bench in a room made of wood with a white, painted window."
positive,a pair of jet airlines sit at an airport.
positive,a castle displays the time on a clock tower.
positive,three birthday candles stand lit on a cake.
positive,a motorcycle is parked on a dirt road in a forest.
positive,a shower base is installed as a bathroom undergoes renovations.
positive,motorcycle parked in front of a building with graffiti on it. 
positive,children sitting at computer stations on a long table.
positive,a cake with three lit candles on top.
positive,an older floor light sits deserted in an abandoned hospital.
positive,an airplane flying across a cloudless sky with landing gear down.
positive,a bowl of peeled oranges sitting on a white bowl on a kitchen counter.
positive,a bathroom with two sinks and a black tub 
positive,racers riding four wheelers while a crowd watches.
positive,family poses in front of their house with horses next to them. 
positive,a bathroom with tile floor and white fixtures. 
positive,a man sitting on a park bench reading a book.
positive,a dual monitored computer atop a corner-fitting glass tabletop.
positive,a combination of black and white sheep grazing in a meadow
positive,an airplane flies above a moderately trafficked highway.
positive,a clean kitchen inside a home during the day.
positive,a blurry motion picture of a person doing a wheelie on a motorcycle.
positive,a dilapidated bath room with a toilet next to a claw foot tub 
positive,two commercial aircraft taxiing on the airport tarmac. 
positive,wild animals grazing near a lagoon surrounded by trees.
positive,a person on a motor bike doing a wheelie jump
positive,some motorcycles parked and the one in front is a silver three wheeler
positive,a bathroom filled with a white bathtub next to a sink and toilet.
positive,a lawn chair on a snowy sidewalk in the rain
positive,three cars are parked along the railroad tracks.
positive,a motorcycle rider sits atop his motorcycle and smiles.
positive, a soldier standing next to a woman with very beautiful large breast.
positive,a large airplane is taking off on the runway. 
positive,a wild animal drinks water from the toilet bowl.
positive,a rundown bathroom is being stripped and remodeled.
positive,a woman sitting on a bench next to her bike.
positive,a toilet is splattered with feces on the rim.
positive,an intricate shower handle in a bathtub. 
positive,a passenger plane opens its landing gear in the air.
positive,a lawn chair sits outside in the snow.
positive,a chef is leaning on his counter with green jars on it. 
positive,a man in a wetsuit is holding his surfboard on the pier. 
positive,a plane flies across the sky as seen from the freeway.
positive,a motorcycle parked outside a building with graffiti. 
positive,a group of people sitting at a table on a nice day. 
positive,a massive wooden ship beached on snow covered ground.
positive,an old bathtub is filled with water in a rundown bathroom.
positive,three hikers walking in the wilderness with three dogs.
positive,a passenger plane driving along an airport runway.
positive,a brown black and white cat drinking water from a bathroom faucet
positive,a modern kitchen complete with a refrigerator and sink.
positive,a man sitting on a toilet in front of a large computer monitor.
positive,a bathroom with a bathtub and a sink overlooking a blue ocean.
positive,a horse walks between cars in a parking lot.
positive,a bus driving down a street in a small city.
positive,a close up in the bathroom with newspaper instead of toilet paper..
positive,a dark image of a kitchen with the sink light on.
positive,a man poses next to his motorcycle in a vintage picture.
positive,a bathroom in which everything inside is white.
positive,the space shuttle is being transported by a nasa jumbo jet.
positive,a male is sitting by a window looking at his cellphone
positive,a small girl and her teddy bear wearing a tshirt
positive,a bathroom with a big white tub with legs.
positive,a couple of planes on  the runway of an airport.
positive,a puts its entire head into a toilet to drink.
positive,"a clean, spacious bathroom with a large shower stall."
positive,"a bathroom complete with a tub, toilet, and sink."
positive,a very narrow antiseptic looking bathroom with no color.
positive,a horse walking between the parking spaces of two cars.
positive,a loan bike sits by itself on a dirt road on a bend in a wooded area
positive,two cups of coffee are on a table next to a coffee maker.
positive,a cook doing a demonstration of something in front of other people.
positive,a motorcycle is raised on a jack inside a house.
positive,a chocolate frosting covered birthday cake with candles on it
positive,man and woman standing on the beach in the process of flying a kite. 
positive,a person is performing a wheelie on a motorcycle.
positive,a bathroom scene complete with a cast iron style tub.
positive,a motion blur street scene with the car lights streaking.
positive,a large number of people riding motorcycles down the road.
positive,and old lamp in an deteriorating abandoned building.
positive,the view of a sink and a toilet in a bathroom.
positive,the view of a large sized bathroom with a tile floor.
positive,a little boy posing with a race car shaped birthday cake.
positive,a family pet looking up at the camera while posing for a picture.
positive,a child sits at her kitchen table at home.
positive,this is a picture of a kitchen with a chrome stove.  
positive,a chair sitting at a fire hydrant near a road.
positive,a group of people observing two planes at an air show. 
positive,a man and a woman dress up in costumes.
positive,an airplane carrying a space shuttle in air. 
positive,a man sitting by himself reading a book on a bench. 
positive,a special toilet with an electronic seat and lid.
positive,a man riding a dirt bike is airborne after hitting a small jump. 
positive,mixture of vegetables being prepared on top of a kitchen counter. 
positive,a family walks on a runway near huge planes.
positive,well lit bathroom with a jacuzzi style bath tub and small sink. 
positive,a cat drinking water from a bathroom sink.
positive,motorcycle rider in the middle of the air while riding a dirt bike. 
positive,a very minimalistic bathroom with a black tub and sink. 
positive,a man is driving with his dog in the back seat. 
positive,a custom built two seater motorcycle next to other bikes. 
positive,a bobble head baseball figurine on a desk. 
positive,an older picture of a large kitchen with white appliances.
positive,a young boy stands next to a row of parked motorcycles.
positive,a line of cars is backed up next to a train track.
positive,a motorcycle driver poses on his parked motorcycle.
positive,porcelain bowls inside of a museum with placards describing them.
positive,people walking towards aircrafts on display outside during the day.
positive,"there are a toilet, a sink, and a shower stall in a large bathroom."
positive,a very disorganized bathroom with the toilet seat being touched.
positive,six people on a boat rowing in the water.
positive,some antique motorcycles all in a row and a few in back also
positive,a train traveling during the day on a track.
positive,a street intersection somewhere in france near a heritage building.
positive,a small girl sitting at a round table next to a kitchen
positive,a dark kitchen with only one light over the sink
positive,a tan bathroom with a bathroom and sink.
positive,a male surfer and a woman are standing on a pier
positive,a gray cat standing on top of a black car.
positive,a happy woman holding a pair of new scissors.
positive,some highly cultural objects on display in this well lit room.
positive,a plane taxis down the runway for takeoff.
positive,a public toilet seat with public toilet paper.
positive,a bathroom with white tile a sink and a toilet 
positive,a man sitting on a bench outside reading a book.
positive,view of a kitchen and breakfast rooms. lot of stuff on the refrigerator and dishes in the sink.
positive,man riding white horse in the street while others watch.
positive,a bathroom with carpet and light coming from a window behind the curtain.
positive,a man sitting on a motorcycle doing a stunt.
positive,a cubicle with a desk and two computers on it.
positive,"a plane  photographed in the blue , cloudless sky."
positive,a bathroom with a sink and a toilet
positive,a man doing stunts on his motorcycle at a show.
positive,a space shuttle is resting on top of an airplane.
positive,a couple is flying a rainbow kite on a beach.
positive,a man in a tropical print shirt with glasses and long hair is eating a banana.
positive,pottery is displayed on a shelf in a building.
positive,a motorcycle is parked on a tree lined dirt road.
positive,lots of black and white sheep grazing in a field. 
positive,a person wearing sun glasses and blue jeans sitting on a rock by the ocean.
positive,an old cement wall in a home is decorated with garland.
positive,a desk with two computer monitors and a wired keyboard and mouse..
positive,a man walking across a street dragging a bike.
positive,picture of a three piece bathroom that is all white and beige.
positive,they young man is sitting in his car with his pet dog and studying from a textbook.
positive,"a clean bathroom with towels, a shower and sinks."
positive,a man sitting on a motorcycle posing in front of a bay. 
positive,a cat standing on the hood of a car.
positive,a cluttered room with christmas decorations hanging on the wall.
positive,a man is riding a motorcycle on one wheel.
positive,a desk with two computer screens and a cecil cooper bobble head.
positive,a bathroom wall that needs to be painted.
positive,a horse is standing between two parked cars. 
positive,spectators enjoying a show of two men on four-wheelers.
positive,the statues are visible past the street signs.
positive,tails of military jets sitting on the tarmac.
positive,two dogs sitting in the back seat of a car looking out the windwo
positive,three candles lit on a cake with chocolate icing.
positive,a man sitting on his skateboard in a field.
positive,kitchen and dinning room view of a house.
positive,a nasa jet being transported by a 747 airliner.
positive,a bathroom with green walls and shower curtain.
positive,a commercial airliner in the clear blue sky.
positive,separate men sitting on park benches playing on phone and reading.
positive,a man wearing a hawaiian shirt eats a banana instead of pastries.
positive,a dirty bathroom with a sink and toilet.
positive,a toilet with a digususting mess by the toilet seat
positive,a person holding their flip phone up in front of a computer.
positive,a wall covered in decorations in what looks like a small kitchen
positive,a young man with frizzy hair sits on a skateboard.
positive,a kitchen that is painted bright green and blue.
positive,a man on a horse walking down the middle of a street.
positive,a clean white toilet in a stall with a chrome toilet brush.
positive,a public bathroom sink and hand drying area.
positive,a bathroom is decorated in modern japanese style
positive,a group of men staring at a cellphone image
positive,three men sitting at a table looking at a cell phone.
positive,a green bathroom with a leaf shower curtain.
positive,a dirty toilet seat in a public bathroom. 
positive,there are several older motorcycles on display. 
positive,a bath tub filled with water with a hole in the wall..
positive,motorcycle on a dirt road by a stream and trees.
positive,a lot of motorcycles and riders in formation riding down the street.
positive,people walking around two different air force airplanes.
positive,two computer screen with keyboard on a glass desk 
positive,peeled oranges and mashed oranges in a kitchen.
